K562	rank_K562	MCF7	rank_MCF7	NCIH2030	rank_NCIH2030	LPS141	rank_LPS141	SKMEL2	rank_SKMEL2
MRPS10	362	CDC45	362	RPUSD4	362	TFIP11	362	HSPE1-MOB4	362
CDC73	363	PPCS	363	BRF1	363	SELPLG	363	PPP6C	363
EIF3I	364	HIST2H3C	364	SACM1L	364	PWP2	364	SACM1L	364
CDC16	365	ECD	365	CYCS	365	CLNS1A	365	CDC6	365
ATP6V0C	366	PHB	366	RPL37A	366	NUTF2	366	GTF2B	366
OR4F17	367	UNC50	367	FANCI	367	UTP11L	367	XPO5	367
FDX1L	368	ZNF99	368	DMAP1	368	RPL36	368	GTF2H4	368
DUX4	369	OR4F4	369	NDUFA6	369	GARS	369	RSL24D1	369
MCMBP	370	HIST1H2AI	370	WDR82	370	CDK7	370	IARS	370
CTC1	371	OR4F17	371	NUDT21	371	DDX47	371	LARS2	371
NAPA	372	SLC25A1	372	INTS7	372	ANAPC4	372	ALG11	372
CYCS	373	RAD51C	373	KDSR	373	CCT3	373	PSMC2	373
WDR83	374	EIF2B3	374	IPO13	374	AURKA	374	DNAJA1	374
MRPL44	375	RPS6KB1	375	UTP11L	375	ISY1	375	SLU7	375
SEH1L	376	RPS14	376	IARS	376	RAD51	376	ORAOV1	376
SUCLA2	377	MDM4	377	NUP205	377	CCNA2	377	EEF1A1	377
NUP85	378	C21orf59	378	PCYT2	378	PMPCB	378	PGS1	378
AQR	379	GINS3	379	ERCC3	379	NDC1	379	RBMX	379
CDC7	380	VPS13D	380	POLR2D	380	CHMP4B	380	COPS6	380
BMS1	381	USP7	381	VPS52	381	GTF2B	381	HAUS5	381
GTF2A2	382	CHKA	382	GOLGA6C	382	RPL35	382	FDXR	382
ARFRP1	383	MARS	383	MRPL18	383	EIF5A	383	YRDC	383
TOP3B	384	XRCC3	384	ACTG1	384	RPS16	384	THOC3	384
MTBP	385	TBC1D3L	385	NSA2	385	BIRC5	385	SPC24	385
BUD31	386	UBC	386	POLR2G	386	TOMM70A	386	TICRR	386
WDR12	387	CASC5	387	CSTF3	387	SRSF1	387	C14orf80	387
PFDN2	388	ACACA	388	RPL21	388	POLD1	388	RPL21	388
POP1	389	MRPS16	389	RPIA	389	PRC1	389	HUWE1	389
CSE1L	390	KIF18A	390	PHF5A	390	RARS	390	BUB1B	390
COPE	391	MYL12A	391	MGRN1	391	TP53RK	391	TIPIN	391
MRPL57	392	ALG13	392	POLR1E	392	POLR2D	392	CTC1	392
MCAT	393	MAP3K2	393	SEC22B	393	EIF2B5	393	WDR82	393
TRRAP	394	ZBTB11	394	KCMF1	394	PSMA7	394	MRPS18A	394
POLD2	395	TRIM37	395	ZNF131	395	THAP1	395	ATP5H	395
GRPEL1	396	EXOSC9	396	SNRPD1	396	NELFB	396	CMTR1	396
THAP1	397	RMND1	397	MAD2L2	397	HMGA2	397	PSMA4	397
VPRBP	398	RCL1	398	IMP3	398	RPAIN	398	GINS1	398
NAA20	399	ASH2L	399	PIK3R4	399	NUP85	399	CCT2	399
RPS25	400	PSMG3	400	DHX15	400	WDR43	400	DGCR8	400
DDX54	401	IARS	401	KARS	401	GTF2A2	401	PNPT1	401
SNRPD1	402	TRAPPC11	402	ENO1	402	NELFCD	402	PRPF3	402
TUBA1B	403	CDK10	403	GEMIN8	403	POLR3H	403	RPL12	403
POLR3C	404	MTBP	404	VRK1	404	ATP5C1	404	PHF5A	404
KARS	405	POLD2	405	EIF3D	405	DGCR8	405	NXF1	405
RPP21	406	LIG4	406	RPL14	406	GPX4	406	NUDT21	406
MED6	407	LOC101060321	407	MTPAP	407	CPSF3L	407	TBCC	407
NIP7	408	PDCD2	408	NUBP1	408	RPL9	408	ALG1	408
EIF2B3	409	TEX10	409	EIF4E	409	RPL37A	409	RPF1	409
VPS52	410	TFAM	410	NCBP1	410	HUS1	410	MAD2L2	410
RPL5	411	EEF2	411	MSTO1	411	FARSB	411	ZNF679	411
SDHC	412	UTP6	412	RAD1	412	INTS1	412	CNOT3	412
COMT	413	RPL15	413	POLR3K	413	OPA1	413	TUBB	413
AIF1L	414	PRPF38A	414	MAT2A	414	RPA3	414	POLR3K	414
AK6	415	YRDC	415	WDR70	415	ARHGEF25	415	UHRF1	415
CIRH1A	416	FABP6	416	RPA3	416	CDC45	416	ZNHIT3	416
POMZP3	417	RPS10	417	NOP2	417	NAA20	417	EXOSC6	417
MRPL20	418	BCLAF1	418	PSMD8	418	EXOSC8	418	DCPS	418
RPP30	419	PSMD7	419	NAA50	419	AQR	419	NMT1	419
AGPAT5	420	NUP43	420	CCT7	420	XPO1	420	FNTA	420
ILF3	421	MRPL43	421	MRPS10	421	ALG2	421	RPS27A	421
DTL	422	SACM1L	422	TUBGCP3	422	FDXR	422	HNRNPC	422
PWP2	423	SET	423	CUL3	423	CLTC	423	DKC1	423
CDC5L	424	FBL	424	SEC62	424	PSMD3	424	ANAPC4	424
PPP1R8	425	CASS4	425	CPSF3L	425	LSM6	425	TLK2	425
EXOSC5	426	CENPW	426	SRSF2	426	COA6	426	MCM5	426
RPL32	427	UTP20	427	CFLAR	427	COPS5	427	PAFAH1B1	427
NFS1	428	HAUS3	428	NUTF2	428	CUL3	428	BORA	428
ZNF280A	429	NMD3	429	MAK16	429	NUP205	429	VHL	429
CLP1	430	CCNB1	430	GPN1	430	SUPT16H	430	INTS5	430
SNRPA1	431	NUF2	431	GRPEL1	431	GNL2	431	RCC1	431
EIF4E	432	UBE2M	432	TCEB2	432	PGAM1	432	ADIPOR1	432
MFN2	433	STIL	433	RPL36	433	KRT3	433	AAMP	433
SCAP	434	DHX9	434	SLC20A1	434	NDUFB4	434	RPL37	434
MED23	435	HNRNPA1	435	LOC102724862	435	PWP1	435	ATP6V1B2	435
CMIP	436	CENPK	436	MRPL17	436	NHP2L1	436	IKBKAP	436
NDUFB4	437	UBA1	437	DDX49	437	VRK1	437	TAF1B	437
POTEM	438	RBX1	438	DNM1L	438	CRCP	438	NOC2L	438
TRMT112	439	SF3A3	439	GNB2L1	439	SSRP1	439	POT1	439
EIF2B2	440	RPS26	440	RABGGTB	440	RAE1	440	WDR3	440
RPA3	441	SIN3A	441	MRPS23	441	YAE1D1	441	HSPD1	441
ECD	442	CHEK1	442	MRPL12	442	CYCS	442	SPC25	442
COASY	443	NOP14	443	PGM3	443	IMP3	443	RFC5	443
GPI	444	RPL24	444	UTP20	444	BUD31	444	BIRC5	444
ISCU	445	ATP6V1C1	445	HSPE1	445	ARIH1	445	ESF1	445
SNRNP200	446	CHORDC1	446	RPL17	446	USP9X	446	DUX4	446
SEC13	447	CLNS1A	447	ISY1	447	INTS4	447	TOMM70A	447
WDR1	448	CDK7	448	TIMELESS	448	OS9	448	SNRPD3	448
TOMM40	449	MTRNR2L3	449	RAD51	449	RPL37	449	CDAN1	449
INTS7	450	H3F3B	450	UTP6	450	DTX3	450	RPS12	450
MRPL15	451	NEDD8	451	ASH2L	451	NOC4L	451	GATAD1	451
CXorf56	452	SLC7A6OS	452	QRSL1	452	TICRR	452	HAUS8	452
DNMT1	453	HIPK1	453	EIF3B	453	PRPF3	453	IGBP1	453
CENPA	454	AKIRIN2	454	MRPL57	454	RPS21	454	SMARCA4	454
NHP2	455	SMNDC1	455	TRAPPC8	455	TAZ	455	DENR	455
NOL9	456	PPIAL4F	456	RPP21	456	RPUSD4	456	TAF6	456
SMG1	457	NBPF6	457	ARCN1	457	RBM48	457	COG3	457
RPE	458	PREB	458	RBBP6	458	NSF	458	TP53BP1	458
DNLZ	459	PCBP1	459	CTU2	459	TXN	459	IK	459
NUP98	460	CNOT3	460	EXOC1	460	USP15	460	NDC80	460
EIF3CL	461	URI1	461	UBE2I	461	SKA2	461	GPN2	461
NOC4L	462	BRCA1	462	MRPL38	462	PFKM	462	NELFA	462
RPL26	463	CDC7	463	PSMD3	463	SART3	463	NIP7	463
CCNA2	464	NOL9	464	DHX36	464	PSMD1	464	SLC25A3	464
UROD	465	DNAJA1	465	TUBB8	465	KIF4A	465	RANGAP1	465
CENPL	466	SON	466	ZBTB8OS	466	POLR1A	466	PSMA6	466
FARS2	467	FAM96B	467	PDE12	467	POLR2A	467	ATP5D	467
DNM2	468	TUBGCP4	468	CEBPZ	468	AARS	468	FAM98B	468
GFER	469	RRN3	469	PGGT1B	469	PELP1	469	BANF1	469
LOC100507462	470	ATP6V1G1	470	GGPS1	470	ATP2A2	470	ELP4	470
RABGGTB	471	NUP160	471	UHRF1	471	LUC7L3	471	NAE1	471
RPL28	472	RPL18A	472	TAMM41	472	WDR75	472	WDR77	472
UTP20	473	UPF1	473	RTCB	473	BMS1	473	ADAT3	473
MED12	474	ZNF100	474	PPP6C	474	COPS6	474	C10orf2	474
HIST2H3A	475	ITGA2	475	MDN1	475	COASY	475	ZNF830	475
PSMD6	476	MAEA	476	RPL10	476	SAMM50	476	NAA50	476
PSMB5	477	FTO	477	RPS26	477	PIP4K2C	477	BUD31	477
LSM3	478	RPS28	478	MRPS7	478	PSMD6	478	NHP2	478
MRPL43	479	ALG1L2	479	C10orf2	479	RPL4	479	PFDN5	479
RPL24	480	NAA35	480	ACADL	480	MIPEP	480	VPS53	480
DNM1L	481	MSTO1	481	EXOSC8	481	EIF3D	481	ZC3H11A	481
GMPS	482	ZNF830	482	UBA1	482	POP1	482	SBNO1	482
HIRA	483	GH1	483	PHB2	483	ILF3	483	CHAF1B	483
PSMC4	484	RPUSD4	484	PET117	484	USP17L25	484	DCTN6	484
RPL10A	485	EIF2S1	485	ILK	485	LRRC37A3	485	MAGOH	485
ISCA1	486	TSR2	486	NDUFAB1	486	RBBP5	486	HMGCS1	486
AP2M1	487	CSTF3	487	DPAGT1	487	FCF1	487	UTP18	487
TBC1D3K	488	RBBP5	488	GNL3	488	PES1	488	DAD1	488
ATP6V0D1	489	ATP6V0B	489	U2AF2	489	EFTUD2	489	KIF23	489
LOC102724862	490	DDX23	490	PYROXD1	490	SHOC2	490	ERCC2	490
GFPT1	491	GTF2B	491	PSMA7	491	MRPL57	491	POLR3H	491
MDN1	492	SAP18	492	TRAPPC2	492	SOD2	492	ACTB	492
PMPCA	493	RBM22	493	NUP155	493	TAF6	493	USP9X	493
RAD1	494	PET117	494	C9orf114	494	PRIM2	494	DDX42	494
SCD	495	LRRC37A3	495	HSPA8	495	MCL1	495	ALG5	495
POLR2J3	496	MRPS25	496	DKC1	496	MDN1	496	FTSJ3	496
MRPL4	497	RPL35A	497	CINP	497	NAA10	497	PDCD2	497
POLR2F	498	NDUFS1	498	GFER	498	SMC6	498	RAD51	498
EIF5A	499	INTS3	499	TUFM	499	YTHDC1	499	PMVK	499
POLR2C	500	SLC2A1	500	ZNHIT3	500	EIF2B3	500	RPL23	500
VPS13D	501	NFS1	501	WBSCR22	501	PPIE	501	CFDP1	501
RPUSD4	502	COPS6	502	RPL35	502	ANKLE2	502	TRAPPC1	502
AGAP9	503	ATP5E	503	ATP6V1C1	503	RPL13A	503	ARPC3	503
ANAPC2	504	SNW1	504	UBA3	504	DYNLRB1	504	EXOC3	504
PLK4	505	PSMB7	505	ACTB	505	RPS28	505	EIF2S2	505
SLC16A1	506	USP17L11	506	EIF4B	506	CRNKL1	506	RBMX2	506
PSMB3	507	EIF3E	507	EIF4A3	507	POLR3A	507	MRPL57	507
OGT	508	USP17L18	508	DDB1	508	MTOR	508	VPRBP	508
PDE12	509	INTS10	509	USO1	509	COPE	509	NUP88	509
RPL21	510	GOLGA6L1	510	SFPQ	510	TAF1B	510	RPL30	510
ABCB7	511	RTFDC1	511	HIRA	511	POLA2	511	DCTN4	511
RFK	512	IPO13	512	ARPC3	512	NCAPD3	512	POLR1C	512
PPCS	513	DCAF13	513	PSMD14	513	ABCF1	513	SARS	513
PRAME	514	NHP2	514	NDUFA11	514	PRKDC	514	RPS13	514
TBCC	515	GOLGA6B	515	ATIC	515	RBX1	515	IARS2	515
UXT	516	RAD9B	516	C14orf2	516	ZBTB8OS	516	RAN	516
PSMD2	517	TOMM70A	517	NOP14	517	DDX18	517	EIF2B4	517
NDUFV1	518	HIST2H2AA4	518	ACTR2	518	NARFL	518	LSM4	518
NHP2L1	519	MRPL34	519	MED31	519	SPDYE6	519	PPWD1	519
TELO2	520	RFK	520	TIPIN	520	WDHD1	520	TEFM	520
RPL36	521	SRSF7	521	TUBB	521	ANKRD49	521	MOB4	521
PPAN	522	C7orf26	522	MTG1	522	RARS2	522	MARS2	522
TFAM	523	NOP2	523	RPS7	523	MED4	523	MED6	523
NUTF2	524	CEP112	524	YPEL5	524	FBXO42	524	PSMB3	524
CPSF2	525	RPS5	525	RPS25	525	PSMC6	525	ZCCHC6	525
TUBB8	526	HIST2H2AC	526	PSMD12	526	RPP25L	526	GBF1	526
RPS15A	527	MCM3AP	527	SPATA31A3	527	XRN2	527	NBPF4	527
TTC14	528	GFPT1	528	COX4I1	528	RUVBL2	528	NIFK	528
SRSF3	529	INTS2	529	NARFL	529	POLR3K	529	RUVBL1	529
COPS3	530	MED30	530	PSMB2	530	NBPF9	530	NUP205	530
SLU7	531	SCN4B	531	SF3B2	531	TRAPPC4	531	MMS22L	531
VPS29	532	FRG2C	532	UBE2M	532	DDX20	532	ANAPC5	532
NF1	533	TP53INP1	533	TRPM7	533	FDX1L	533	GMPS	533
USP1	534	GALK1	534	SUMO1	534	GEMIN6	534	DNTTIP2	534
PELP1	535	SPDYE2	535	UBE2L3	535	SF3B4	535	WBSCR16	535
TCEB2	536	PPP6C	536	CIRH1A	536	ATP5E	536	RBBP4	536
SDHD	537	LIMD2	537	USP17L30	537	PCBP1	537	LOC102724862	537
GEMIN6	538	ATP6V1B2	538	PLK4	538	DTL	538	LRR1	538
TUBGCP2	539	LRRC37A	539	CCDC94	539	C9orf114	539	SUGP1	539
MBTPS1	540	ZNF224	540	CENPM	540	CMTR1	540	DYNC1H1	540
NCBP1	541	CWC15	541	PSMG2	541	ABCB7	541	DBR1	541
SLMO2	542	POLA2	542	CKAP5	542	KRT4	542	RBX1	542
ARMC7	543	VARS	543	ATRN	543	HNRNPH1	543	RPS10	543
DNAJA3	544	PIK3C3	544	NDUFA9	544	RPS9	544	LSM11	544
COA6	545	PRIM1	545	PRPF38B	545	SAP18	545	PHB	545
VWA9	546	TIPRL	546	RRN3	546	SNRPE	546	NUBP2	546
CDC23	547	USP17L19	547	COPE	547	AVIL	547	RPL4	547
TBC1D3H	548	RPS15	548	NFE2L2	548	HAUS5	548	MYBL2	548
NUBP1	549	ZMYND8	549	MIPEP	549	NVL	549	DDX41	549
WDHD1	550	CSH2	550	NACA	550	MED7	550	CCNA2	550
SPDL1	551	TCERG1	551	XRCC5	551	GUK1	551	FBXW11	551
DDX20	552	FAM175A	552	GTF2E2	552	RPS10	552	DCTN1	552
MRPS25	553	CT47A6	553	GPS1	553	MRPS34	553	POLR2F	553
ADSL	554	RPL10	554	KANSL2	554	TFAM	554	SURF6	554
UBE2L3	555	GOLGA6D	555	GPKOW	555	TXNL4B	555	FAM25G	555
OR4F29	556	DAD1	556	HUS1	556	TARS2	556	SRP54	556
DBR1	557	ZRSR2	557	FTSJ2	557	SFPQ	557	GTF3C3	557
RPLP0	558	SS18L2	558	MTERF4	558	SNRNP40	558	MCM6	558
DGCR8	559	GOLGA6L10	559	TKT	559	TAF1C	559	KIAA1524	559
RAN	560	COX11	560	UBR4	560	KRT79	560	TUBA1C	560
POLR2D	561	ZNF426	561	C19orf52	561	MCM6	561	CA5A	561
ATP5E	562	POLR3D	562	CDH16	562	USP17L22	562	MARCHF5	562
MAD2L2	563	SRP54	563	PPIAL4E	563	BCS1L	563	CMPK1	563
UBE2I	564	XRN1	564	EXOSC4	564	PRPF4B	564	RNF20	564
SOS1	565	TXN	565	RPL4	565	UHRF1	565	SFPQ	565
RPL37	566	CHURC1-FNTB	566	WBSCR16	566	DDX42	566	WASH1	566
GCLC	567	PHTF1	567	ITGAV	567	EIF3M	567	PRKDC	567
ISCA2	568	LSM7	568	RARS	568	CCT4	568	UTP15	568
DCPS	569	RPA3	569	EIF4A1	569	LARS	569	GLMN	569
RPS7	570	UBA3	570	ZNF626	570	GTF2E2	570	USO1	570
NAT10	571	YARS2	571	TBC1D3L	571	MRPS25	571	TARDBP	571
FAM50A	572	TCP1	572	GTPBP4	572	PPRC1	572	COPS4	572
COPS5	573	AARS	573	ABCF1	573	GGPS1	573	HAUS4	573
GGPS1	574	ANAPC11	574	VHL	574	NCL	574	ILF2	574
CDC27	575	NFYC	575	DDX3X	575	TBCC	575	NCBP1	575
UBTF	576	BUD31	576	NCL	576	CAPZB	576	UBE2D3	576
INTS1	577	HIST2H4B	577	LAMTOR3	577	LSM11	577	KAT8	577
MAPK14	578	CAPZB	578	USP39	578	PSMD2	578	NOP2	578
MTPAP	579	EIF4E	579	NDUFS5	579	NMD3	579	CHCHD4	579
SNRNP40	580	MEMO1	580	INTS1	580	NAA25	580	DDB1	580
COX6B1	581	SMC5	581	EIF2S1	581	NBPF20	581	GAPDH	581
NDUFS2	582	WDR18	582	FAM122A	582	GFM1	582	NXT1	582
TUFM	583	WDR83	583	ARIH1	583	ARPC4	583	NHLRC2	583
SF3B3	584	SHFM1	584	SRP54	584	TRMT112	584	DCAF13	584
UPF1	585	SSRP1	585	AP2M1	585	CSTF3	585	DDX51	585
NSMCE4A	586	HSCB	586	LSM2	586	COPS2	586	C21orf59	586
SF3B2	587	TOMM22	587	GNL2	587	NDUFB11	587	ETF1	587
RPL27A	588	USP1	588	NDUFV1	588	SUPT4H1	588	SYMPK	588
MTG1	589	AURKAIP1	589	TSR2	589	SENP1	589	HECTD1	589
FTSJ3	590	SENP6	590	POLR3C	590	NACA	590	POLR1A	590
WDR43	591	GKN1	591	ILF2	591	COPS4	591	RPS19	591
ATP5C1	592	TUT1	592	MRPL27	592	RPL26	592	HS6ST1	592
DHX36	593	RPAP3	593	MRPL41	593	MMS22L	593	ARPC2	593
FDPS	594	DDX3X	594	VARS2	594	MRPL21	594	N6AMT1	594
NUDT21	595	C8orf44	595	SMC5	595	RPN1	595	CDC23	595
EIF2AK4	596	ISCA2	596	IARS2	596	PDPK1	596	CENPE	596
P2RX6	597	RPL37	597	POLR3F	597	MAPK1	597	CKAP5	597
RAD50	598	ANKRD20A1	598	COPS4	598	CIRH1A	598	MFAP1	598
C1QBP	599	PSMD3	599	TANGO6	599	NAPA	599	NUP43	599
SREBF1	600	TAF2	600	CPSF2	600	TSR2	600	SMARCB1	600
C19orf53	601	NUP98	601	SAE1	601	RTCB	601	RPL37A	601
DAP3	602	ATP9A	602	RPS15A	602	GOLGA6L10	602	NUP85	602
SMC3	603	DNAJA3	603	SKP2	603	TTC27	603	TSFM	603
TARS2	604	PHF5A	604	HSCB	604	MRPS2	604	ZC3H10	604
MED21	605	MCM4	605	CTR9	605	SRSF3	605	MED8	605
CDK9	606	H3F3A	606	MLST8	606	LONP1	606	ATG9A	606
SKP1	607	BANF1	607	SNRNP35	607	MTBP	607	NUP37	607
HUS1	608	BAP1	608	ARL2	608	CHCHD4	608	AASDHPPT	608
HNRNPU	609	GPN1	609	CWC15	609	NDNL2	609	SLC35B1	609
C21orf59	610	CENPM	610	TRAPPC4	610	TAF2	610	DPAGT1	610
PDRG1	611	NAA15	611	HAUS5	611	TIMM17A	611	CRCP	611
SARS2	612	ABT1	612	PSMA4	612	SRSF10	612	OSBP	612
CDC40	613	KANSL3	613	NXF1	613	XRCC6	613	EIF2B1	613
PDCD2	614	PNN	614	TLN1	614	ROMO1	614	MRPS34	614
ZNF626	615	ABCA9	615	GTF3C3	615	NAT10	615	RPL7A	615
WDR55	616	SMARCA5	616	NAA20	616	LOC102724862	616	TIMELESS	616
TUT1	617	INTS1	617	RAB18	617	NOB1	617	RPL9	617
TRAPPC1	618	UBE2V1	618	MRPL15	618	NOP16	618	SF3B2	618
STARD7	619	RARS	619	COA7	619	VEZT	619	POLE2	619
MED4	620	KIAA1524	620	PTCD3	620	CENPK	620	EEF2	620
FARSA	621	EIF4B	621	WDR33	621	SMNDC1	621	ATP6V1E1	621
PHF5A	622	LSM8	622	ZRSR2	622	CCNH	622	PABPN1	622
YRDC	623	RPS12	623	GTF2H3	623	PRMT1	623	RPL32	623
TANGO6	624	RPLP0	624	RMND1	624	ALG13	624	OXSM	624
UBA2	625	USP17L25	625	BNIP1	625	USP7	625	KANSL2	625
PSMD7	626	POLR3C	626	MRPL48	626	AIFM1	626	CEP192	626
GTF3C3	627	CHMP1A	627	RBM48	627	LSM5	627	RPS11	627
FNTB	628	HAUS5	628	MED11	628	KRT76	628	MED11	628
TBC1D3B	629	PPP1R15B	629	DHX9	629	C1orf131	629	CCP110	629
MCM6	630	PRPF31	630	SDAD1	630	TIMELESS	630	OR4F17	630
EPC2	631	IER3IP1	631	COPS5	631	PSMG2	631	SETD1A	631
PPP1R7	632	BCAS4	632	PSMG1	632	RPS5	632	SF3A1	632
FAM25G	633	GARS	633	PSMD13	633	NARS2	633	DHX35	633
RPL14	634	RBM27	634	CPSF3	634	YME1L1	634	RBM22	634
PSMB1	635	NDUFS5	635	TAF1C	635	PKM	635	NCAPD2	635
POLR2I	636	PTCD3	636	LSM6	636	PPA2	636	MED14	636
HSPA9	637	SEC61G	637	CHURC1-FNTB	637	MRPL30	637	ATXN10	637
NSF	638	HNRNPC	638	OR4F29	638	KIAA0391	638	SEC63	638
SF3B5	639	NUP85	639	MRPL21	639	INTS7	639	PFDN6	639
CNOT3	640	ELL	640	ATP6AP1	640	DNM1L	640	KDSR	640
MRPS16	641	TUFM	641	CDC27	641	SF3B3	641	RPL18	641
LYRM4	642	TMEM189	642	ATP6V1D	642	APPL2	642	RTEL1	642
MBTPS2	643	SCD	643	EPRS	643	RPL14	643	DMAP1	643
MTERF4	644	RPS15A	644	EIF3C	644	LETM1	644	ELAC2	644
SETDB1	645	ATP13A1	645	WDR75	645	EEFSEC	645	PRPF6	645
RPSA	646	CDC6	646	DOLK	646	MAD2L2	646	MESDC2	646
RPL18A	647	PSMG2	647	NDUFB7	647	CDC23	647	TCP1	647
SEPHS1	648	SHCBP1	648	NOP10	648	MRPL1	648	FERMT2	648
PRELID1	649	DDX10	649	SF3A3	649	PSMA4	649	C2orf27B	649
LOC101060389	650	ATP6V0C	650	ALG11	650	PNPT1	650	CPSF2	650
CRNKL1	651	ATP5I	651	RPL23	651	DUT	651	RPS6	651
TBC1D3C	652	SF1	652	TELO2	652	ZBTB11	652	SKP1	652
VARS2	653	SNAP23	653	NDUFC1	653	SF3B5	653	RPA1	653
NDUFA1	654	TAF13	654	PPAN	654	OSBP	654	PPIL1	654
PCBP1	655	POLG2	655	PRMT7	655	TARDBP	655	ANKRD49	655
PSMD8	656	USP17L27	656	PPAT	656	TTK	656	STT3A	656
NDNL2	657	VPS28	657	FERMT2	657	NUP35	657	CCDC134	657
LIPT2	658	AGAP4	658	AURKB	658	TRAPPC8	658	GFER	658
RAD21	659	CYCS	659	MRPL4	659	HADHA	659	QARS	659
NUF2	660	EIF3H	660	NBPF9	660	RBM22	660	BRCA2	660
GCN1L1	661	PPIAL4E	661	BUD31	661	RBM8A	661	FAM35A	661
DHX15	662	DMAP1	662	E4F1	662	KARS	662	DNAJA3	662
PPAT	663	EIF3CL	663	TBL1XR1	663	MSTO1	663	POP5	663
POLA1	664	SF3B2	664	DNAJC11	664	PSMD11	664	FDX1L	664
CENPK	665	MRPS10	665	LTV1	665	HAUS3	665	FBXO42	665
RNF20	666	RQCD1	666	RNGTT	666	CWC22	666	BPTF	666
UQCRC1	667	NXF1	667	SMC1A	667	RPS26	667	ATP6V1C1	667
CFAP20	668	MRPL21	668	DYNLL1	668	MARS2	668	CRNKL1	668
PDPK1	669	ISG20L2	669	ATP5H	669	NOP14	669	RPS5	669
NMT1	670	PKMYT1	670	TSFM	670	RRP1	670	ATP5A1	670
NIPBL	671	TBC1D3B	671	LSM4	671	KDSR	671	ALG10	671
ZNHIT3	672	NUP93	672	CCT3	672	MAGOH	672	C1orf109	672
FPGS	673	DCTN5	673	RCC1	673	ORC6	673	EIF4A3	673
ATP6V1B2	674	ARPC3	674	KRT17	674	ERCC2	674	TTI1	674
CENPO	675	OSBPL8	675	SMC6	675	DCAF13	675	RPL27A	675
PRC1	676	COPS5	676	C7orf26	676	PTP4A2	676	NCL	676
RANBP1	677	HCFC1	677	NARS	677	GTF3C3	677	TRIAP1	677
QARS	678	LRR1	678	POLR2K	678	POLR2F	678	ATP6V1G1	678
METAP1	679	MIS18A	679	GRB2	679	ERCC3	679	ABCB7	679
TBC1D3L	680	MDM2	680	UBTF	680	CYP27B1	680	MED10	680
PRPF4	681	UQCRC1	681	COPS8	681	NPIPB6	681	TXN	681
SCO1	682	OGT	682	XAB2	682	PPP1R11	682	SSU72	682
RRS1	683	SLC25A3	683	SNW1	683	PFDN6	683	C12orf45	683
ATP1A1	684	MRPL50	684	WDR1	684	DDX46	684	NAA15	684
PLRG1	685	RGS9	685	ACSL3	685	INHBC	685	SF3B5	685
PMVK	686	NOLC1	686	NBPF15	686	BCLAF1	686	IFITM3	686
FEN1	687	HARS	687	RNPC3	687	FAM208A	687	GINS3	687
LRRC37A	688	UTP11L	688	MRPL32	688	KRR1	688	ZMAT2	688
WDR33	689	GATAD1	689	TNPO3	689	SYMPK	689	MED9	689
GEMIN2	690	TUBGCP3	690	PSMB5	690	PRPF38B	690	CEBPZ	690
TMED10	691	FAM25C	691	PRPF38A	691	ISCU	691	MRPS7	691
RPTOR	692	HJURP	692	EIF5A	692	RPL23	692	TARS2	692
TIPIN	693	RBBP6	693	EIF2B2	693	COPG1	693	TTC1	693
NOB1	694	PLRG1	694	LSM11	694	CENPA	694	TRMT5	694
SMC4	695	PPP2R1A	695	DCTN2	695	GFER	695	KTI12	695
DPH6	696	EIF4ENIF1	696	OR11H2	696	FAM25C	696	NUP35	696
CLTC	697	GADD45GIP1	697	RPAP2	697	METTL17	697	ATP6V1D	697
TRIM37	698	SF3A1	698	GPR89A	698	MED21	698	TSR1	698
ANAPC1	699	SLC6A17	699	CMPK1	699	PPAN	699	RPS28	699
TRAPPC5	700	RPS3	700	CDC37	700	DDX6	700	LRRC37A	700
PRIM2	701	NDUFAB1	701	NDUFA1	701	CTR9	701	CFAP97	701
MAPK1	702	SEC22B	702	THAP1	702	MRPL14	702	PPP2CA	702
RPS5	703	NDUFAF4	703	NELFB	703	TPX2	703	COG6	703
MRPL30	704	ATP6V1A	704	PGD	704	ZNHIT2	704	CTU1	704
RPL30	705	YEATS4	705	DDX55	705	SMARCA5	705	PPP4C	705
SMC2	706	PCGF3	706	SMARCA2	706	HCFC1	706	PSMD8	706
DHX9	707	WDR33	707	NOC4L	707	WDR3	707	NUP188	707
SSU72	708	MMS22L	708	GTF2B	708	RPL32	708	VEZF1	708
STRAP	709	EXOSC2	709	RPS3	709	SRSF7	709	CWC25	709
EIF3D	710	ZNF638	710	SMARCA5	710	PPP1CB	710	RPL10	710
NOP16	711	CLP1	711	AKT1	711	MRPL50	711	SNF8	711
RSPH14	712	VMP1	712	RFC2	712	MRPS27	712	USP37	712
GNB2L1	713	PPIAL4C	713	METTL16	713	FBXW11	713	ZRSR2	713
SDHB	714	LSG1	714	GOLGA6L4	714	SF3B2	714	TUBGCP4	714
LSM4	715	MRPL48	715	EIF3E	715	ANAPC5	715	CPSF3	715
CCDC116	716	CENPE	716	PCF11	716	MRPS18A	716	NARS	716
GSS	717	SAA2	717	ATP6V1A	717	SBNO1	717	RPS27	717
CRCP	718	PAFAH1B1	718	CHMP6	718	BUB1B	718	OPA1	718
ARCN1	719	KTI12	719	NDUFS8	719	ATP5H	719	POLR3E	719
WDR75	720	RINT1	720	LIAS	720	PPP1R8	720	TCEB1	720
RPL11	721	G2E3	721	CNOT1	721	TWISTNB	721	RPL38	721
